station,codeTaxa,dhp
E02,ACSA,12
E02,ABBA,32
E03,ACRU,24
E03,ACRU,23
E03,ACRU,19
E03,ACRU,30
E03,ACRU,11
E03,ACRU,11
E03,ACRU,13.5
E03,ACRU,26
E03,ACRU,10.5
E03,ACRU,10.5
E03,ACRU,21
E03,BEPA,28
E03,BEPA,26.5
E03,BEPA,30
E03,BEPA,15
E03,BEPA,23
E03,BEPA,12.5
E03,BEPA,27
E03,BEPA,32
E03,BEPA,27
E03,BEPA,29.5
E03,BEPA,24
E03,BEPA,23
E03,BEPA,16
E03,BEPA,24
E03,BEPA,21
E03,BEPA,28
E03,BEPA,31
E03,THOC,22
E03,ABBA,25
E03,ABBA,13
E03,POGR,24
E03,ACSA,10.5
E04,BEPA,18.5
E04,BEPA,12
E04,BEPA,19
E04,BEPA,15
E04,BEPA,26
E04,BEPA,24
E04,BEPA,20
E04,BEPA,10.5
E04,BEPA,29
E04,BEPA,36
E04,BEPA,21
E04,BEPA,13.5
E04,BEPA,11
E04,BEPA,13
E04,BEPA,13
E04,ACRU,37
E04,ACRU,13
E04,ACRU,13
E04,ACRU,13.5
E04,ACRU,18
E04,ACRU,19
E04,ACRU,13
E04,ACRU,18
E04,ACRU,16
E04,ACRU,13
E04,POGR,64
E05,ACRU,17
E05,ACRU,11
E05,ACRU,13
E05,ACRU,23
E05,ACRU,10.5
E05,ACRU,15
E05,ACRU,12
E05,ACRU,10.5
E05,ACRU,12
E05,ACRU,21
E05,BEPA,30
E05,BEPA,15.5
E05,BEPA,11
E05,BEPA,14
E05,BEPA,24
E05,BEPA,13
E05,BEPA,14
E05,ACSA,24
E05,ACSA,13
E05,ACSA,17
E05,ACRU,11
E05,ABBA,10.5
E05,ABBA,11
E05,POGR,44
E06,POGR,36.3
E06,ACSA,10.4
E06,ACSA,10.5
E06,ABBA,20.3
E06,POGR,22.4
E06,POGR,65.3
E06,ACRU,14.4
E06,ACRU,22
E06,BEPA,21.6
E06,BEPA,25
E06,BEPA,25.2
E06,BEPA,24
E06,ACRU,25.5
E06,PIST,12.7
E06,BEPA,22
E06,BEPA,15.3
E06,BEPA,17.5
E06,POGR,17.2
E06,BEPA,20.5
E06,ACRU,13.4
E06,ACRU,15.9
E06,BEPA,18.7
E06,ABBA,14.8
E06,BEPA,14.8
E06,BEPA,18.9
E06,ACSA,12
E06,BEPA,22
E06,POGR,15.9
E07,ACSA,21
E07,ACSA,22
E07,ACSA,24.5
E07,ACSA,19
E07,ACSA,30
E07,BEPA,18
E07,BEPA,25
E07,BEPA,31.5
E07,BEPA,28
E07,BEPA,24.5
E07,BEPA,27.5
E07,BEPA,27.5
E07,BEPA,10
E07,BEPA,16
E07,BEPA,26
E07,BEPA,33
E07,BEPA,17
E07,BEPA,22.5
E07,BEAL,27.5
E08,BEPA,29
E08,BEPA,26
E08,BEPA,22.5
E08,BEPA,42
E08,BEPA,34
E08,BEPA,33
E08,BEPA,31
E08,ACSA,25
E08,ACSA,13
E08,ACSA,37
E08,ACSA,26
E08,ACSA,49
E08,ACSA,10.5
E08,ACSA,26.5
E08,ACSA,16
E08,ACSA,11.5
E08,ACSA,20
E08,FAGR,42.5
E08,BEAL,25
E08,BEAL,29.5
E09,FAGR,17.5
E09,FAGR,18
E09,FAGR,25
E09,FAGR,37
E09,BEAL,31.5
E09,BEAL,18.5
E09,BEAL,13.5
E09,ACSA,47.5
E09,ACSA,22
E09,ACSA,16
E09,ACSA,19.5
E09,ACSA,22.5
E09,ACSA,29.5
E09,ACSA,20
E09,ACSA,18
E09,ACSA,21
E09,ACSA,19.5
E09,ACSA,20
E09,ACSA,26
E09,ACSA,21.5
E09,ACSA,14.5
E09,ACSA,22
E09,ACSA,16
E09,ABBA,10.5
E09,BEPA,32
E09,BEPA,17
E09,BEPA,30
E09,POGR,41
E10,ACSA,26
E10,ACSA,23.5
E10,ACSA,27
E10,ACSA,28
E10,ACSA,15.5
E10,ACSA,12.5
E10,ACSA,12
E10,ACSA,13.5
E10,ACSA,23
E10,ACSA,24
E10,ACSA,46
E10,ACSA,21
E10,ACSA,27
E10,ACSA,12.5
E10,ACSA,16
E10,ACSA,35
E10,ACSA,31
E10,ACSA,30
E10,ACSA,33
E10,ACSA,43
E10,ACSA,31
E10,ACSA,30
E10,ACSA,26.5
E10,BEPA,33
E10,FAGR,10.5
