station,codeTaxa,couv
E02,COCA,0.5
E02,LYBO,0.5
E02,MEVI,0.5
E02,CYAC,0.5
E02,MARA,0.5
E02,VAMY,0.5
E02,OCAC,0.5
E02,MACA,0.5
E02,CHUM,0.5
E02,DILO,0.5
E02,VINU,3
E02,KAAN,0.5
E02,PHCO,0.5
E02,VISP,0.5
E02,DEOB,0.5
E02,COAL,0.5
E02,ILMU,0.5
E02,GYDR,0.5
E02,COTR,0.5
E02,PYEL,0.5
E02,EPRE,0.5
E02,EUMA,0.5
E02,VAAN,0.5
E02,GAHI,0.5
E02,GAPR,0.5
E02,DRCA,0.5
E02,LOCA,0.5
E02,RUPU,0.5
E02,AMSP,0.5
E02,SOAM,0.5
E02,TRUN,0.5
E02,ATFI,0.5
E02,PRSP,0.5
E02,LYCL,0.5
E02,ARME,0.5
E02,ACPE,10
E02,ACSP,0.5
B00,VAMY,3
B00,COCA,0.5
B00,GAPR,0.5
B00,LIBO,0.5
B00,PTAQ,3
B00,VAAN,0.5
B00,EPRE,0.5
B00,RURE,0.5
B00,ACPE,3
B00,CYAC,0.5
B00,CLBO,0.5
B00,MACA,0.5
B00,CHUM,0.5
B00,VINU,0.5
B00,COCO,0.5
B00,ARNU,0.5
B00,LYBO,0.5
B00,TRUN,0.5
B00,ILMU,0.5
B00,LOCA,0.5
C10,MACA,0.5
C10,ARNU,10
C10,ACPE,0.5
C10,ACPE,0.5
C01,ORSE,0.5
C10,OCAC,3
C10,COCO,0.5
C10,DRMA,0.5
C10,PTAQ,0.5
C10,LOCA,0.5
C10,HULU,0.5
C10,VISP,0.5
C10,VILA,3
C10,DRCA,0.5
C10,LYBO,0.5
C10,CLBO,0.5
C10,PYEL,0.5
C10,PLOR,0.5
C10,AMSP,0.5
C10,PRSP,0.5
C10,COCA,0.5
A02,LYBO,0.5
A02,VAMY,0.5
A02,ARNU,0.5
A02,CLBO,0.5
A02,MACA,0.5
A02,GAPR,0.5
A02,COCA,0.5
A02,VINU,0.5
A02,ILMU,0.5
A02,PTAQ,0.5
A02,DRCA,0.5
A02,LOCA,0.5
A02,SACA,0.5
A02,DEOB,0.5
A02,CHUM,0.5
A02,EPRE,0.5
A02,TRUN,0.5
A02,CYAC,0.5
A02,VILA,0.5
A02,RURE,0.5
A02,LIBO,0.5
A02,MEVI,0.5
A02,ACPE,37.5
A01,PTAQ,0.5
A01,COCA,0.5
A01,KAAN,0.5
A01,GAPR,3
A01,VAMY,0.5
A01,ILVE,0.5
A01,LYBO,0.5
A01,ILMU,0.5
A01,EPRE,0.5
A01,ARNU,0.5
A01,VAAN,0.5
A01,RHGR,3
A01,VINU,0.5
A01,CYAC,0.5
A01,CLBO,0.5
A01,GYDR,0.5
A01,GAHI,0.5
A01,CHUM,0.5
A01,LYCL,0.5
A01,ACSP,0.5
D02,ACPE,10
D02,PTAQ,0.5
D02,VAMY,0.5
D02,KAAN,0.5
D02,VINU,0.5
D02,MACA,0.5
D02,LYBO,0.5
D02,ARNU,0.5
D02,COCA,0.5
D02,GORE,0.5
D02,EPRE,0.5
D02,CHUM,0.5
D02,COCO,0.5
D02,ASSP,0.5
D02,CLBO,0.5
D02,OSCI,0.5
D02,AMSP,0.5
D02,PYEL,0.5
D02,STLA,0.5
D02,LYAN,0.5
D02,ORSE,0.5
D02,COAL,0.5
D02,COTR,0.5
D02,RURE,0.5
D02,CASP,0.5
D02,DRMA,0.5
D02,GAPR,0.5
D02,MEVI,0.5
D02,DEOB,0.5
D02,TRUN,0.5
D02,HULU,0.5
D02,ACSP,0.5
D02,LOCA,0.5
D01,VINU,3
D01,GAPR,0.5
D01,OCAC,0.5
D01,COCA,0.5
D01,ARNU,3
D01,LYBO,0.5
D01,VAAN,0.5
D01,MACA,0.5
D01,KAAN,0.5
D01,CLBO,0.5
D01,CHUM,0.5
D01,CYAC,0.5
D01,VAMY,0.5
D01,ILMU,3
D01,OSCL,0.5
D01,PTAQ,0.5
D01,EPRE,0.5
D01,MEVI,0.5
D01,PYEL,0.5
D01,ORSE,0.5
D01,DEOB,0.5
D01,LIBO,0.5
D01,PHCO,0.5
D01,RURE,0.5
D01,COTR,0.5
D01,EQSY,0.5
D01,ATFI,0.5
D01,DRCA,0.5
D01,ACPE,3
D01,STLA,0.5
D01,EPHE,0.5
D01,OSCI,0.5
D01,CASP,0.5
D01,RHGR,0.5
D01,MYGA,0.5
D01,COCO,0.5
D01,SPAL,0.5
D01,DILO,0.5
D01,GAHI,0.5
D01,ACSP,0.5
D01,AMSP,0.5
E04,MACA,3
E04,CLBO,0.5
E04,DEOB,0.5
E04,LYBO,0.5
E04,ARNU,0.5
E04,MIRE,0.5
E04,VAMY,0.5
E04,PTAQ,0.5
E04,OCAC,0.5
E04,CHUM,0.5
E04,MEVI,0.5
E04,CYAC,0.5
E04,LOCA,0.5
E04,COCO,3
E04,COAL,0.5
E04,ACPE,10
E04,UVSE,0.5
E04,COCA,0.5
E04,DILO,0.5
E04,STLA,0.5
E04,AMSP,0.5
E04,ACSP,3
E04,VISP,0.5
E04,VAAN,0.5
E04,VINU,0.5
E04,COTR,0.5
E04,PYEL,0.5
E04,KAAN,0.5
E04,SYCO,0.5
E04,TRUN,0.5
A03,ARNU,0.5
A03,LYBO,0.5
A03,PTAQ,0.5
A03,MACA,0.5
A03,COCA,0.5
A03,VAAN,0.5
A03,CHUM,0.5
A03,GAPR,0.5
A03,ILVE,0.5
A03,VINU,0.5
A03,COTR,0.5
A03,AMSP,0.5
A03,ATFI,0.5
A03,POVI,0.5
A03,LOCA,0.5
A03,MEVI,0.5
A03,OCAC,0.5
A03,SACA,0.5
A03,CLBO,0.5
A03,CYAC,0.5
A03,LYCL,0.5
A03,DILO,0.5
A03,EPRE,0.5
A03,ACPE,20
A03,ACSP,10
A03,GORE,0.5
A03,COCO,3
A04,MACA,0.5
A04,DEOB,0.5
A04,COCA,0.5
A04,ARNU,3
A04,LYBO,0.5
A04,COCO,10
A04,AMSP,0.5
A04,CLBO,0.5
A04,PTAQ,0.5
A04,RURE,0.5
A04,LOCA,0.5
A04,VILA,0.5
A04,ACPE,3
A04,KAAN,0.5
A04,PYEL,0.5
A04,GORE,0.5
A04,CHUM,0.5
A04,HULU,0.5
A04,VAMY,0.5
A04,MOUN,0.5
A04,POVI,0.5
A04,ACSP,10
A04,DRCA,0.5
A04,FACI,0.5
A04,STLA,0.5
A04,RUID,0.5
A04,PHCO,0.5
A04,DRMA,0.5
A04,OCAC,0.5
A04,MEVI,0.5
A04,POPU,0.5
A04,ATFI,0.5
A04,TRUN,0.5
A04,SACA,0.5
A04,VISP,0.5
A04,ORSE,0.5
A05,MACA,3
A05,ARNU,10
A05,LYCL,0.5
A05,LYBO,0.5
A05,CLBO,0.5
A05,GYDR,0.5
A05,DRCA,0.5
A05,COCO,3
A05,ACPE,10
A05,LOCA,0.5
A05,PTAQ,0.5
A05,COAL,0.5
A05,COCA,0.5
A05,VISP,0.5
A05,AMSP,3
A05,VAMY,0.5
A05,LYAN,0.5
A05,ACSP,3
A05,HULU,0.5
A05,PHCO,0.5
A05,VILA,0.5
A05,DEOB,0.5
A05,TRUN,0.5
A05,TRER,0.5
A05,OSCI,3
A05,OSCL,0.5
A05,DILO,0.5
A05,MARA,0.5
A05,ORSE,0.5
A05,MEVI,0.5
A05,MOUN,0.5
A05,COTR,0.5
A05,VINU,0.5
A05,VILA,3
E05,LYBO,0.5
E05,ARNU,3
E05,ACPE,20
E05,MACA,0.5
E05,ACSP,3
E05,OCAC,3
E05,VAMY,3
E05,VINU,0.5
E05,ASSP,0.5
E05,AMSP,0.5
E05,MEVI,0.5
E05,VISP,0.5
E05,COCA,0.5
E05,COCO,10
E05,EPRE,0.5
E05,LOCA,3
E05,PTAQ,0.5
E05,KAAN,0.5
E05,LYCL,0.5
E05,CLBO,0.5
E05,GAPR,0.5
E05,PYEL,0.5
E05,SYCO,0.5
E05,CHUM,0.5
E05,ORSE,0.5
E05,DILO,0.5
E05,STLA,0.5
E05,COAL,0.5
E05,PRSP,0.5
E05,VAAN,0.5
E05,CASP,0.5
E05,COTR,0.5
E05,ILMU,0.5
E05,MARA,0.5
E05,DEOB,0.5
E05,RURE,0.5
E05,DRCA,0.5
E05,MOUN,0.5
E05,CYAC,0.5
C03,COCA,3
C03,MACA,3
C03,GAPR,3
C03,LYBO,0.5
C03,VAAN,0.5
C03,CHUM,0.5
C03,ACPE,10
C03,ARNU,0.5
C03,PTAQ,3
C03,ORSE,0.5
C03,COCO,0.5
C03,RURE,0.5
C03,VAMY,0.5
C03,CYAC,0.5
C03,VINU,0.5
C03,OCAC,0.5
C03,AMSP,3
C03,KAAN,0.5
C03,SACA,0.5
C03,MEVI,0.5
C03,LYCL,0.5
C03,DEOB,0.5
C03,POPU,0.5
C03,EPRE,0.5
C03,DICO,0.5
C03,PYEL,0.5
C05,CLBO,0.5
C05,ARNU,0.5
C05,PTAQ,0.5
C05,MACA,3
C05,LYCL,0.5
C05,OCAC,3
C05,LYBO,0.5
C05,GAPR,3
C05,ACPE,10
C05,COCO,3
C05,DEOB,0.5
C05,AMSP,0.5
C05,MEVI,0.5
C05,RUID,0.5
C05,VISP,0.5
C05,MARA,0.5
C05,PYEL,0.5
C05,CHUM,0.5
C05,VAMY,0.5
C05,TRUN,0.5
C05,COAL,0.5
D05,COCO,0.5
D05,GAPR,0.5
D05,ACPE,10
D05,PTAQ,0.5
D05,ARNU,0.5
D05,MACA,0.5
D05,OCAC,0.5
D05,CASP,0.5
D05,ASSP,0.5
D05,LYBO,0.5
D05,HULU,0.5
D05,RURE,0.5
D05,GASP,0.5
D05,MARA,0.5
D05,PYEL,0.5
D05,CHUM,0.5
D05,CLBO,0.5
D05,LOCA,0.5
D05,VAMY,0.5
D05,VINU,0.5
D05,LYCL,0.5
D05,EPRE,0.5
D05,COCA,0.5
D05,VISP,0.5
D05,DILO,0.5
D05,OCAC,0.5
D05,MIRE,0.5
D05,KAAN,0.5
D05,MEVI,0.5
D05,LIBO,0.5
D05,AMSP,0.5
D05,DEOB,0.5
D05,CYAC,0.5
D05,COAL,0.5
D05,TRUN,0.5
C06,PTAQ,20
C06,ACPE,37.5
C06,CLBO,0.5
C06,ARNU,3
C06,CYAC,0.5
C06,CHUM,0.5
C06,OCAC,0.5
C06,VAMY,0.5
C06,MACA,0.5
C06,DILO,0.5
C06,COCO,3
C06,VISP,0.5
C06,DEOB,0.5
C06,PYEL,0.5
C06,GAPR,0.5
C06,MARA,0.5
C06,LIBO,0.5
C06,MIRE,0.5
C06,LYCL,0.5
C06,AMSP,0.5
C06,ASSP,0.5
C06,UVSE,0.5
C06,KAAN,0.5
C06,COCA,0.5
C04,GAPR,0.5
C04,PTAQ,20
C04,ARNU,10
C04,LYBO,0.5
C04,LYCL,0.5
C04,MACA,0.5
C04,COCA,0.5
C04,MEVI,0.5
C04,VAAN,0.5
C04,VISP,0.5
C04,VINU,0.5
C04,ACPE,37.5
C04,CLBO,0.5
C04,POPU,0.5
C04,TRUN,0.5
C04,MARA,0.5
C04,RURE,0.5
C04,VILA,3
C04,OCAC,0.5
C04,COSE,0.5
C04,KAAN,0.5
C04,DEOB,0.5
C04,CHUM,0.5
C04,MIRE,0.5
C04,LOCA,0.5
C04,ORSE,0.5
B03,VAMY,3
B03,GAPR,3
B03,KAAN,0.5
B03,PTAQ,3
B03,MACA,0.5
B03,COCA,3
B03,ARNU,3
B03,ACPE,10
B03,PYEL,0.5
B03,EPRE,3
B03,SYCO,0.5
B03,CLBO,0.5
B03,AMSP,0.5
B03,VINU,0.5
B03,DILO,0.5
B03,LYBO,0.5
B03,CHUM,0.5
B03,COCO,0.5
B03,DEOB,0.5
B03,OCAC,0.5
B03,CYAC,0.5
B03,LYCL,0.5
B03,DRCA,0.5
B03,COTR,0.5
B03,RURE,0.5
B03,MIRE,0.5
B03,ORSE,0.5
B02,COCA,0.5
B02,VAAN,0.5
B02,LYBO,0.5
B02,ARNU,10
B02,MACA,0.5
B02,PTAQ,3
B02,ACPE,0.5
B02,ORSE,0.5
B02,COTR,0.5
B02,LYAN,0.5
B02,ILMU,0.5
B02,CLBO,0.5
B02,MOUN,0.5
B02,RURE,0.5
B02,VINU,0.5
B02,VAMY,0.5
B02,CHUM,0.5
B02,DILO,0.5
B02,SYCO,0.5
B02,AMSP,0.5
B02,ACSP,0.5
B02,VISP,0.5
B00,GYDR,0.5
B02,DEOB,0.5
B02,LYCL,0.5
B02,COCO,0.5
B02,RIGL,0.5
B02,TRUN,0.5
B02,MEVI,0.5
B02,LOCA,0.5
B02,ILVE,0.5
B04,ARNU,3
B04,LYBO,3
B04,MARA,0.5
B04,MACA,3
B04,DRMA,0.5
B04,ACPE,10
B04,CASP,0.5
B04,ACSP,0.5
B04,OCAC,0.5
B04,GAPR,0.5
B04,COCA,0.5
B04,DEOB,0.5
B04,PTAQ,3
B04,VINU,0.5
B04,CLBO,0.5
B04,LYCL,0.5
B04,CHUM,0.5
B04,MIRE,0.5
B04,GORE,0.5
B04,SYCO,0.5
B04,PYEL,0.5
B04,VISP,0.5
B04,VAMY,0.5
B04,COAL,0.5
B04,AMSP,0.5
B04,MEVI,0.5
B04,OSCI,0.5
B04,TRUN,0.5
B04,LOCA,0.5
C07,ACPE,37.5
C07,ARNU,10
C07,LYAN,3
C07,LYBO,0.5
C07,COCA,0.5
C07,MACA,0.5
C07,PTAQ,0.5
C07,MARA,0.5
C07,OCAC,0.5
C07,PRSP,0.5
C07,VISP,0.5
C07,STLA,0.5
C07,POPU,0.5
C07,PYEL,0.5
C07,COCO,0.5
C07,ASSP,0.5
C07,LYCL,0.5
C07,CLBO,3
C07,MEVI,0.5
C07,DEOB,3
C07,VAMY,0.5
C07,COAL,0.5
C07,TRUN,0.5
C07,LOCA,0.5
C08,PTAQ,0.5
C08,MACA,3
C08,MEVI,3
C08,LYBO,0.5
C08,ARNU,3
C08,ACPE,37.5
C08,KAAN,0.5
C08,POPU,0.5
C08,PYEL,0.5
C08,OCAC,0.5
C08,TRUN,0.5
C08,VISP,0.5
C08,DEOB,0.5
C08,DRMA,0.5
C08,LOCA,0.5
C08,COCO,0.5
C08,HULU,0.5
E06,COAL,0.5
E06,VISP,0.5
E06,MEVI,0.5
E06,LYBO,0.5
E06,MACA,3
E06,ARNU,3
E06,CHUM,0.5
E06,DRCA,0.5
E06,VAAN,0.5
E06,LOCA,3
E06,UVSE,0.5
E06,LYCL,0.5
E06,DEOB,0.5
E06,AMSP,0.5
E06,CLBO,0.5
E06,OCAC,0.5
E06,MIRE,0.5
E06,PYEL,0.5
E06,POPU,0.5
E06,ACSP,0.5
E06,ACPE,0.5
E06,TRUN,0.5
E06,COCO,3
E06,ILMU,0.5
E06,PTAQ,0.5
E06,VAMY,0.5
E06,MARA,0.5
E06,COTR,0.5
E06,CYAC,0.5
E06,MOUN,0.5
E06,VINU,0.5
E06,ORSE,0.5
E06,HULU,0.5
E06,KAAN,0.5
E06,STLA,0.5
E06,GAPR,0.5
E06,RURE,0.5
E06,APAN,0.5
E07,ARNU,0.5
E07,GAPR,0.5
E07,MEVI,0.5
E07,LYBO,0.5
E07,VILA,3
E07,MACA,3
E07,LYCL,0.5
E07,CLBO,0.5
E07,ACPE,20
E07,CHUM,0.5
E07,PTAQ,0.5
E07,DEOB,0.5
E07,OCAC,0.5
E07,CYAC,0.5
E07,MOUN,0.5
E07,COAL,0.5
E07,LOCA,3
E07,STLA,0.5
E07,LYAN,0.5
E07,MIRE,0.5
E07,TRUN,0.5
E07,MARA,0.5
E07,ACSP,0.5
E07,COCO,3
E07,VISP,0.5
E07,HULU,0.5
E07,DRCA,0.5
E07,SYCO,0.5
E07,PRSP,0.5
E07,CASP,0.5
E07,COCA,0.5
E07,VAMY,0.5
D03,ARNU,3
D03,MACA,0.5
D03,VAAN,0.5
D03,PTAQ,3
D03,CYAC,0.5
D03,ACPE,10
D03,LYBO,0.5
D03,CLBO,0.5
D03,VINU,0.5
D03,COCA,0.5
D03,OCAC,0.5
D03,EPRE,0.5
D03,MARA,0.5
D03,RUPU,0.5
D03,VAMY,0.5
D03,RURE,0.5
D03,CHUM,0.5
D03,DICO,0.5
D03,KAAN,0.5
D03,COTR,0.5
D03,AMSP,0.5
D03,MOUN,0.5
D03,TRUN,0.5
D03,LYCL,0.5
D03,OSCI,0.5
D03,DRCA,0.5
D03,SOAM,0.5
D03,HULU,0.5
D03,ASSP,0.5
D03,ACSP,0.5
E08,ARNU,3
E08,ACPE,20
E08,MACA,0.5
E08,OCAC,0.5
E08,LYBO,0.5
E08,DRCA,0.5
E08,DEOB,0.5
E08,HULU,0.5
E08,PTAQ,0.5
E08,VILA,0.5
E08,MEVI,0.5
E08,TRUN,0.5
E08,PYEL,0.5
E08,MIRE,0.5
E08,PRSP,0.5
E08,VAMY,0.5
E08,LOCA,0.5
E08,VISP,0.5
E08,MOUN,0.5
E08,CLBO,0.5
E08,LYAN,0.5
E08,COCO,0.5
E08,ACSP,0.5
E08,LYCL,0.5
E08,VINU,0.5
E08,COAL,0.5
E08,POPU,0.5
E08,AMSP,0.5
E08,VAAN,0.5
E08,CASP,0.5
E08,GORE,0.5
E08,DILO,0.5
E09,ARNU,3
E09,CLBO,0.5
E09,ACPE,10
E09,MACA,0.5
E09,OCAC,0.5
E09,DRCA,0.5
E09,MIRE,0.5
E09,LYBO,0.5
E09,VISP,0.5
E09,MEVI,0.5
E09,HULU,0.5
E09,DEOB,0.5
E09,ACSP,0.5
E09,LOCA,0.5
E09,PTAQ,0.5
E09,COCO,3
E09,CASP,0.5
E09,UVSE,0.5
E09,VILA,3
E09,TRUN,0.5
E09,EPHE,0.5
E09,AMSP,0.5
E09,VINU,0.5
E09,VAAN,0.5
E09,MARA,0.5
E09,GORE,0.5
E09,ORSE,0.5
E09,VAMY,0.5
E09,COAL,0.5
E09,LYCL,0.5
E10,LOCA,0.5
E10,VILA,10
E10,MEVI,0.5
E10,ATFI,0.5
E10,DRCA,3
E10,HULU,0.5
E10,COCO,10
E10,ACPE,10
E10,OCAC,0.5
E10,PTAQ,0.5
E10,CLBO,0.5
E10,DILO,0.5
E10,COAL,0.5
E10,POVI,3
E10,FACI,0.5
E10,CASP,0.5
E10,ARNU,3
E10,ACSP,0.5
E10,MIRE,0.5
E10,DEOB,0.5
E10,ASSP,0.5
E10,TRER,0.5
E10,TRUN,0.5
E10,VISP,0.5
E10,LYBO,0.5
E10,DEPU,0.5
E10,VAAN,0.5
E10,MARA,0.5
E10,MACA,0.5
E10,AMSP,0.5
E10,STLA,0.5
B08,LYBO,0.5
B08,ACPE,20
B08,DICO,0.5
B08,ARNU,3
B08,DRCA,0.5
B08,VISP,0.5
B08,POPU,0.5
B08,DEOB,0.5
B08,COCO,0.5
B08,HULU,0.5
B08,MACA,0.5
B08,ACSP,0.5
B08,LYAN,0.5
B08,CASP,0.5
B08,PLOR,0.5
B08,CLBO,0.5
B08,POSP,0.5
B08,PYEL,0.5
B08,ATFI,0.5
B08,DRMA,0.5
B08,TRER,0.5
B08,DEPU,20
B08,ARHI,0.5
B08,MARA,0.5
B06,ACPE,10
B06,ARNU,3
B06,MARA,0.5
B06,PTAQ,0.5
B06,OCAC,0.5
B06,MACA,0.5
B06,LYBO,0.5
B06,POPU,0.5
B06,SYCO,0.5
B06,VISP,0.5
B06,DILO,0.5
B06,COCO,0.5
B06,DEOB,0.5
B06,CHUM,0.5
B06,LOCA,0.5
B06,PRSP,0.5
B06,HULU,0.5
B06,CASP,0.5
B06,DRMA,0.5
B06,MEVI,0.5
B06,DRCA,0.5
A07,LYAN,3
A07,DICO,0.5
A07,ARNU,3
A07,PTAQ,0.5
A07,ACPE,20
A07,LYBO,0.5
A07,MIRE,0.5
A07,CLBO,0.5
A07,VISP,0.5
A07,DEOB,0.5
A07,COCO,3
A07,OCAC,0.5
A07,MACA,0.5
A07,CHUM,0.5
A07,DILO,0.5
A07,LOCA,0.5
A07,PYEL,0.5
A07,COAL,0.5
A07,ORSE,0.5
A07,VAAN,0.5
A07,MEVI,0.5
A07,CASP,0.5
A07,GORE,0.5
A07,ASSP,0.5
A08,ARNU,20
A08,MACA,3
A08,ACPE,37.5
A08,LYBO,3
A08,DEOB,0.5
A08,PTAQ,3
A08,ORSE,0.5
A08,DILO,3
A08,OCAC,3
A08,PYEL,0.5
A08,MEVI,0.5
A08,COAL,0.5
A08,LYAN,3
A08,LOCA,3
A08,LYCL,0.5
A08,MARA,0.5
A08,DICO,0.5
A08,ASSP,0.5
A08,GORE,0.5
A08,VINU,0.5
A08,CLBO,0.5
A08,VISP,0.5
C09,DRMA,0.5
C09,ACPE,37.5
C09,ARNU,3
C09,COCA,0.5
C09,MACA,0.5
C09,DEOB,3
C09,LYBO,0.5
C09,PTAQ,3
C09,DRCA,3
C09,TRUN,0.5
C09,ASSP,3
C09,VISP,0.5
C09,RURE,0.5
C09,OSCI,0.5
C09,MEVI,0.5
C09,ACSP,0.5
C09,POPU,0.5
C09,PYEL,0.5
C09,ATFI,0.5
C09,PHCO,0.5
A10,VILA,0.5
A10,ARNU,3
A10,MEVI,0.5
A10,MACA,0.5
A10,DICO,3
A10,PTAQ,0.5
A10,ACPE,3
A10,LYAN,0.5
A10,LYBO,0.5
A10,VISP,0.5
A10,DEOB,0.5
A10,CLBO,0.5
A10,LOCA,0.5
A10,DRCA,0.5
A10,DEPU,0.5
A10,HULU,0.5
A10,MARA,0.5
A10,PYEL,0.5
A10,PRSP,0.5
A10,ORSE,0.5
A10,EPHE,0.5
A10,ASSP,0.5
A11,COCO,3
A11,ARNU,3
A11,PTAQ,3
A11,VISP,0.5
A11,MEVI,0.5
A11,MACA,0.5
A11,MOUN,0.5
A11,STLA,0.5
A11,LYAN,0.5
A11,LOCA,0.5
A11,DEOB,0.5
A11,OCAC,0.5
A11,DRCA,0.5
A11,LYBO,0.5
A11,MARA,0.5
A11,DILO,0.5
A11,PRSP,0.5
A11,TRUN,0.5
A11,DICO,0.5
A11,ACPE,3
A11,EPHE,0.5
A11,AMSP,0.5
A11,ASSP,0.5
A11,CLBO,0.5
A11,HULU,0.5
A11,PLOR,0.5
A09,LYAN,3
A09,DICO,10
A09,ARNU,37.5
A09,ACPE,37.5
A09,DEOB,3
A09,LYCL,3
A09,MACA,3
A09,LYBO,0.5
A09,VISP,0.5
A09,LOCA,0.5
A09,MARA,0.5
A09,GORE,0.5
A09,MEVI,0.5
A09,TRUN,0.5
A09,DRCA,0.5
A09,PTAQ,3
A09,CLBO,0.5
A09,VISP,0.5
A09,COAL,0.5
A09,VISP,0.5
A09,ORSE,0.5
A09,CHUM,0.5
A09,PYEL,0.5
B07,DEPU,10
B07,ARNU,3
B07,OCAC,3
B07,POPU,0.5
B07,OSCI,0.5
B07,DICO,0.5
B07,LYBO,0.5
B07,MACA,3
B07,DRCA,10
B07,ACPE,62.5
B07,POSP,0.5
B07,FACI,0.5
B07,VISP,3
B07,PRSP,0.5
B07,CASP,0.5
B07,PYEL,0.5
B07,COCO,3
B07,PTAQ,0.5
B07,EPHE,0.5
B07,TRUN,0.5
B07,DRMA,0.5
B07,HULU,0.5
B07,TRER,0.5
B07,CLBO,0.5
B07,VINU,0.5
B07,MEVI,0.5
B07,LOCA,0.5
A06,ACPE,62.5
A06,ARNU,20
A06,CHUM,0.5
A06,MACA,20
A06,MARA,0.5
A06,DEOB,0.5
A06,LYBO,0.5
A06,MYGA,0.5
A06,TRUN,0.5
A06,OCAC,0.5
A06,COAL,0.5
A06,STLA,0.5
A06,COTR,0.5
A06,DRCA,0.5
A06,MEVI,0.5
A06,CLBO,0.5
A06,ILVE,0.5
A06,LOCA,0.5
A06,COCO,0.5
A06,PTAQ,3
A06,GAPR,0.5
A06,VAMY,0.5
A06,VISP,0.5
A06,PRSP,0.5
A06,COCA,0.5
A06,AMSP,0.5
A06,VINU,0.5
A06,VAAN,0.5
A06,CASP,0.5
A06,CYAC,0.5
A06,DILO,0.5
A06,POPU,0.5
B05,ACPE,3
B05,LIBO,0.5
B05,MACA,0.5
B05,POPU,0.5
B05,PRSP,0.5
B05,MARA,0.5
B05,OCAC,0.5
B05,DRCA,0.5
B05,PTAQ,0.5
B05,ARNU,0.5
B05,CASP,0.5
B05,RURE,0.5
B05,MEVI,0.5
B05,GASP,0.5
B05,DILO,0.5
B05,VISP,0.5
B05,DRMA,0.5
B05,SYCO,0.5
B05,AMSP,0.5
B05,ORSE,0.5
B05,TRUN,0.5
D08,CASP,0.5
D08,DRCA,3
D08,ACPE,10
D08,ARNU,3
D08,COCO,0.5
D08,MACA,0.5
D08,MEVI,0.5
D08,LYBO,0.5
D08,AMSP,0.5
