station,codeTaxa,dhp
E04,BEPA,26.2
E04,ACRU,17.8
E04,BEPA,11.1
E04,ACRU,13
E04,ACRU,14.4
E04,BEPA,21.3
E04,BEPA,22.7
E04,BEPA,11.2
E04,BEPA,35
E04,BEPA,27.7
E04,ACRU,10.5
E04,ACRU,14.5
E04,BEPA,13.3
E04,ACRU,18.4
E04,BEPA,13
E04,BEPA,15
E04,BEPA,21
E04,ACRU,11.6
E04,ACRU,37.6
E04,BEPA,26.2
E04,BEPA,18.8
E04,BEPA,13.4
E04,BEPA,21.1
E07,BEPA,17.2
E07,BEPA,27.2
E07,BEPA,27.1
E07,BEPA,29.2
E07,BEPA,31
E07,ACRU,14.2
E07,ACRU,10.1
E07,BEPA,17.4
E07,BEPA,34
E07,BEPA,32.5
E07,BEPA,26.1
E07,BEAL,11.5
E07,BEAL,23.6
E07,ACRU,22.5
E07,ACRU,22.7
E07,ACRU,19.4
E07,BEPA,22.7
E07,ACRU,22.5
E07,ACRU,10.5
E07,ACRU,32
E07,ACRU,26
E07,ACRU,19
E07,BEPA,19.2
E07,BEPA,32.6
E07,BEPA,15.6
E07,ACRU,10.1
E07,BEAL,16.1
E07,BEPA,28.7
D07,FAGR,17.3
D07,FAGR,14
D07,ACSA,14.8
D07,ACSA,17.5
D07,ACSA,12.1
D07,ACSA,14
D07,ACSA,33
D07,ACSA,10
D07,ACSA,23.5
D07,ACSA,28.2
D07,ACSA,16
D07,ACSA,24
D07,ACSA,14.6
D07,ACSA,29.8
D07,ACSA,37
D07,ACSA,32.1
D07,ACSA,17.5
D07,ACSA,33.6
D07,ACSA,19
D07,ACSA,16.5
D07,ACSA,15.4
D07,ACSA,33
D07,BEAL,12.8
D07,BEPA,29
D07,BEPA,34.3
D07,BEPA,29.8
D07,BEPA,11.1
D07,POGR,55
D05,ACRU,13
D05,ACRU,10
D05,BEPA,16
D05,ACRU,10
D05,POGR,48.5
D05,ACRU,10
D05,ACRU,10
D05,ACRU,10
D05,BEPA,19.5
D05,BEPA,22
D05,BEPA,17
D05,ACRU,13.5
D05,ACRU,18.5
D05,BEPA,11
D05,BEPA,11.5
D05,BEPA,21.5
D05,ACRU,10
D05,ACRU,18
D05,ACRU,28
D05,ACRU,18.5
D05,BEPA,11
D05,BEPA,15.5
D05,BEPA,14.5
D05,BEPA,15
D05,ACRU,12.5
D05,PIGL,13.5
D05,BEPA,14
D05,BEPA,14
D05,POGR,34
D05,POGR,31.5
D05,ACRU,10.5
D05,POGR,31.5
C05,ACRU,11.5
C05,ACRU,11.7
C05,ACRU,17.8
C05,ACRU,14.8
C05,ACRU,10.8
C05,ACRU,12.1
C05,ACRU,11.3
C05,ACRU,11.6
C05,ACRU,10.5
C05,ACSA,21.5
C05,ACSA,11.9
C05,ACSA,16.5
C05,BEPA,16.2
C05,BEPA,17.7
C05,POGR,30.4
B02,ABBA,12.5
B02,BEPA,29.5
B02,BEPA,28.7
B02,ABBA,15.7
B02,BEPA,22
B02,BEPA,25
B02,ACRU,22.9
B02,ACRU,18.4
B02,ACSA,10.8
B02,ACRU,39
B02,ACRU,21.5
B02,BEPA,30.3
B02,BEPA,14.5
B02,ACRU,17.5
B02,BEPA,24.7
B02,BEPA,28.5
B02,THOC,24.7
B02,BEPA,24.3
B02,THOC,25.5
B02,THOC,30
B02,BEPA,21.3
B02,ACRU,14.2
B02,ABBA,18.1
B02,ACRU,10.1
B02,ABBA,23
B02,THOC,25.5
B02,ABBA,26.6
B02,BEPA,13.1
B02,THOC,11.8
B02,BEPA,19.1
B02,BEPA,28.5
B02,ACRU,25.4
C06,BEPA,10.6
C06,BEPA,15
C06,BEPA,11.5
C06,BEPA,17.4
C06,POGR,30.5
C06,BEPA,16.5
C06,BEPA,14.8
C06,BEPA,11.5
C06,ACRU,10
C06,ACRU,14.2
C06,BEPA,25.2
C06,ABBA,20.5
C06,ACRU,11.4
C06,BEPA,16.8
C06,ACRU,14.1
C06,ACRU,13.9
C06,BEPA,18.8
C06,BEPA,27.1
C06,POGR,37
C06,BEPA,21.2
C06,BEPA,16.6
B03,BEPA,22
B03,ABBA,13.5
B03,BEPA,19
B03,BEPA,20
B03,BEPA,17.5
B03,ACRU,12
B03,BEPA,11.7
B03,BEPA,20
B03,ACRU,11
B03,PIST,33.4
B03,BEPA,18.5
B03,ACRU,15
B03,ACRU,10.5
B03,PIST,41.5
B03,PIST,48
B03,BEPA,14.2
B03,BEPA,20.3
B03,FAGR,22
B03,PIST,24
B03,ABBA,13.1
B03,ACRU,13.2
B03,THOC,12
B03,ACRU,15.1
B03,THOC,13.8
B03,BEPA,15
B03,PISP,32
B03,ACRU,21
B03,ABBA,17
B03,ABBA,25
B03,BEPA,12
B03,POGR,26
B03,PIST,45
B03,PIST,15
B03,BEPA,20
B03,PIST,12
B03,POGR,15
B03,PISP,16.5
B04,ACRU,11.2
B04,ACRU,20
B04,ACRU,10.5
B04,POGR,40
B04,ACSA,22
B04,POGR,34.2
B04,BEPA,26.9
B04,FAGR,10.2
B04,ACRU,19.5
B04,BEPA,30.5
B04,ACRU,17
B04,ACRU,22.9
B04,ACRU,12.3
B04,ACRU,23.5
B04,ACRU,22
B04,ACRU,18
B04,ACRU,10.4
B04,ACRU,15
B04,BEPA,34
B04,BEPA,29.5
C07,BEPA,36.1
C07,FAGR,11.5
C07,BEPA,27.5
C07,ACSA,31.5
C07,BEPA,22.8
C07,ACSA,31.5
C07,ACSA,13.5
C07,BEPA,22
C07,ACSA,12.24
C07,ACSA,16.5
C07,ACSA,21
C07,ACSA,29
C07,BEPA,27
C07,BEPA,34.2
C07,ACSA,14.1
C07,ACSA,12
C07,ACSA,12.2
C07,ACSA,15
C07,BEPA,25.8
C07,BEPA,24.5
C07,BEPA,20.5
C07,BEPA,23
C07,ACRU,10.4
C07,ACRU,14.3
C08,ACSA,24.5
C08,ACSA,19
C08,ACSA,20.9
C08,ACSA,26.8
C08,ACSA,18.5
C08,ACSA,10.5
C08,ACSA,28
C08,ACSA,27
C08,ACSA,21
C08,ACSA,19
C08,ACSA,23
C08,ACSA,29
C08,ACSA,27
C08,ACSA,34
C08,ACSA,17
C08,ACSA,19.5
C08,ACSA,18
C08,ACSA,27.4
C08,ACSA,11.5
C08,ACSA,26
C08,ACSA,12.3
C08,ACSA,23.5
C08,ACSA,10.1
C08,ACSA,14.3
C08,ACSA,27.2
C08,ACSA,30.5
C08,ACSA,17.9
C08,ACSA,23.7
C08,ACSA,24
C08,ACSA,28.4
C08,ACSA,23.5
C08,ACSA,10.5
C08,BEPA,37.6
E06,BEPA,25.3
E06,BEPA,21.6
E06,BEPA,21.8
E06,BEPA,24.2
E06,ACRU,21.2
E06,ACRU,14.8
E06,ACRU,10.2
E06,ABBA,21.1
E06,ACRU,10.3
E06,POGR,37
E06,ACRU,19.6
E06,ACRU,11
E06,POGR,16.9
E06,ACRU,10.6
E06,ACRU,10.1
E06,ACSA,12.8
E06,BEPA,19.5
E06,BEPA,15
E06,BEPA,21
E06,BEPA,20
E06,ACRU,27
E06,BEPA,19.1
E06,ABBA,15
E06,BEPA,25.4
E06,ACRU,12.8
E06,ACRU,16.9
E06,BEPA,24
E06,BEPA,18.5
E06,BEPA,22
E06,POGR,18.3
E06,PIST,13.7
D06,BEPA,18.6
D06,BEPA,16.6
D06,BEPA,19
D06,POGR,30
D06,POGR,29.9
D06,POGR,33
D06,POGR,33.5
D06,POGR,29
D06,POGR,28
D06,ACRU,14.9
D06,POGR,39
D06,POGR,33.9
D06,BEPA,19
D06,POGR,33.7
D06,BEPA,15
D06,ACSA,15.6
D06,ACSA,13.5
D06,ACSA,17
D06,POGR,34
D06,BEPA,17
D06,POGR,26
D06,ACRU,17.1
D06,ABBA,12
D06,ABBA,11
D06,ACRU,10
D06,ACRU,15
D06,BEPA,15
D06,ACRU,21
D06,BEPA,18.5
D06,BEPA,10
D06,BEPA,10
D06,ACRU,12
D06,BEPA,10.2
D06,BEPA,12.5
D06,BEPA,15.7
D06,BEPA,18.7
D06,ACRU,12.3
D06,ACSA,12.2
D06,ACSA,12
D06,ACSA,26.8
E05,POGR,42
E05,ACSA,18
E05,ACRU,25.7
E05,BEPA,19.1
E05,ACRU,19
E05,ACRU,11.5
E05,ACRU,19.2
E05,ACRU,11
E05,ACRU,17.5
E05,ABBA,12
E05,ACRU,20
E05,BEPA,28.2
E05,ACRU,11.5
E05,BEPA,13.4
E05,ACRU,12.2
E05,ACSA,15
E05,BEPA,10.5
E05,BEPA,14.4
E05,BEPA,12.5
E05,ACRU,11.3
E05,ACRU,13
E05,POGR,20
E05,BEPA,22.1
E05,ACRU,17.8
E08,BEPA,14.7
E08,ACRU,22.2
E08,FAGR,35
E08,BEAL,22.3
E08,ACRU,26.2
E08,ACRU,20.8
E08,POGR,38.5
E08,ACSA,13.4
E08,ACSA,14.1
E08,ACSA,16
E08,ACSA,23.9
E08,ACSA,24
E08,BEPA,14.8
E08,BEPA,29.4
E08,BEPA,22.1
E08,BEPA,32.6
E08,BEPA,33.4
E08,BEPA,29.5
E08,BEPA,30.1
E08,ACSA,21
E08,BEAL,24.9
E08,ACSA,26.5
E08,ACSA,19.9
E09,FAGR,25.9
E09,ACSA,29.4
E09,ACSA,10.1
E09,BEAL,16.4
E09,FAGR,18.6
E09,FAGR,37.7
E09,FAGR,10.3
E09,ABBA,11
E09,BEPA,31.5
E09,ACRU,20
E09,ACRU,23
E09,ACSA,10.1
E09,ACSA,27.8
E09,ACRU,29
E09,BEPA,33.2
E09,ACRU,20.5
E09,ACSA,40.7
E09,ACSA,16.2
E09,POTR,38
E09,ACRU,11.8
B08,ACSA,23.5
B08,ACSA,15.5
B08,ACSA,26.5
B08,ACSA,26
B08,ACSA,25.5
B08,ACSA,21
B08,ACSA,13
B08,ACSA,20
B08,ACSA,31
B08,ACSA,27.5
B08,ACSA,15.7
B08,ACSA,15.5
B08,ACSA,23.6
B08,ACSA,16.5
B08,ACSA,22.5
B08,ACSA,13.5
B08,ACSA,19.5
B08,ACSA,23.5
B08,ACSA,19.5
B08,ACSA,24
B08,ACSA,13.5
B08,ACSA,20
B08,ACSA,25
B08,ACSA,25
B08,ACSA,27.3
B08,ACSA,26.2
B08,ACSA,18
B08,ACSA,14
B08,ACSA,26.5
B08,ACSA,15.5
E10,ACSA,46.5
E10,ACSA,27.8
E10,ACSA,19
E10,ACSA,12.6
E10,ACSA,16
E10,ACSA,29.1
E10,ACSA,40
E10,ACSA,31.5
E10,ACSA,30.5
E10,ACSA,21
E10,ACSA,45
E10,ACSA,29.1
E10,ACSA,13.5
E10,ACSA,30.8
E10,ACSA,33
E10,ACSA,23.1
E10,ACSA,11.5
E10,ACSA,12.3
E10,ACSA,26
E10,ACSA,23.6
E10,ACRU,25
E10,ACRU,26.5
B05,OSVI,16.5
B05,ACSA,12
B05,ACSA,32.5
B05,ACSA,14.7
B05,ACSA,31
B05,BEPA,19
B05,ACSA,14.8
B05,ACSA,11
B05,BEPA,21
B05,BEPA,29
B05,ACRU,16.3
B05,ACSA,13
B05,BEPA,21.7
B05,BEPA,21.5
B05,BEPA,26
B05,FAGR,23.3
B05,BEPA,16
B05,BEPA,17.4
B05,BEPA,17.8
B05,ACSA,14.9
B07,ACSA,17
B07,ACSA,22.3
B07,ACSA,16.9
B07,ACSA,22.9
B07,ACSA,13.5
B07,ACSA,23.8
B07,ACSA,30.2
B07,ACSA,26.2
B07,ACSA,23.5
B07,ACSA,28.7
B07,ACSA,22.3
B07,ACSA,21.2
B07,ACSA,23.5
B07,ACSA,14.5
B07,ACSA,22.8
B07,ACSA,23.8
B07,ACSA,30.8
B07,ACRU,25.6
B07,ACSA,23.1
B07,ACSA,35.6
B07,ACSA,19.2
A11,ACSA,17.3
A11,ACSA,21.2
A11,ACSA,19.5
A11,ACSA,12.9
A11,ACSA,34.5
A11,ACSA,16.1
A11,ACSA,11.5
A11,ACSA,23.2
A11,ACSA,16.4
A11,ACSA,24
A11,ACSA,14.3
A11,ACSA,19
A11,ACSA,13.9
A11,ACSA,14.4
A11,ACSA,15.9
A11,ACSA,16.4
A11,ACSA,16
A11,ACSA,20.9
A11,ACSA,23.3
A11,ACSA,15.4
A11,ACSA,18.3
A11,ACSA,12.9
A11,ACSA,12.2
A11,ACSA,20
A11,ACSA,12.1
A11,ACSA,31.9
A11,ACSA,21
A11,ACSA,23.1
A11,ACSA,20.1
A11,ACSA,18.2
A11,ACSA,17.3
A11,ACSA,19.2
A11,ABBA,13
A11,ABBA,11.5
A11,ABBA,10
A11,FAGR,16.5
A10,ACSA,18.8
A10,ACSA,13.8
A10,ACSA,22.7
A10,ACSA,24
A10,ACSA,26.3
A10,BEPA,48.5
A10,ACSA,19
A10,ACSA,17
A10,ACSA,12.9
A10,ACSA,21
A10,ACSA,16.5
A10,ACSA,15.6
A10,ACSA,12.2
A10,ACSA,12.2
A10,ACSA,22.5
A10,ACSA,21.2
A10,ACSA,16.2
A10,ACSA,15.2
A10,ACSA,24
